Token ID,Bullish Bear Rating,Vessel Type,Vessel Frequency,Class,Class Frequency,Weapon,Weapon Frequency,Secondary Weapon,Secondary Frequency,Shield,Shield Frequency,Propulsion,Propulsion Frequency,Material,Material Frequency,Extra,Extra Frequency
7122,7650,Minesweeper,339,Admiral Kuznetsov,328,Proton Beam,567,Thermonuclear Bomb,514,Nuclear,711,Fusion-Electric,384,Copper,402,Warp Core of Cancer,74
7123,7217,Tug,343,Kirov,314,Tetryon Canon,578,Spatial Torpedo,608,Nuclear,711,Infinite Improbability Drive,354,Beryllium of Tau Ceti,40,Killer Drone,962
7124,2313,Dreadnought,350,Kirov,314,Plasma Beam,578,Flaming Adventurer Gravimetric Torpedo of Gliese 667C +1,4,Quantum,709,Ion Thruster,386,Diamond,387,Warp Core of Tau Ceti,79
7125,6846,Science Vessel,336,Dolphin,345,Proton Beam,567,Thermonuclear Bomb of Pisces,42,Nuclear,711,Alcubierre Drive,378,Titanium,382,Killer Drone of Aquarius,38
7126,408,Medical of Taurus,8,Anti-gravitational Ultimatum Rutherford of Pisces +1,2,Lightning Ultimatum Plasma Beam of Virgo +1,4,Positron Torpedo,576,Quasar,728,Nuclear Pulse,390,Diamond,387,Escape Pod of Cancer,76
7127,1497,Science Vessel of Aries,12,Kongo of Aquarius,14,Gravity Canon,567,Rail Gun,551,Subatomic Havoc Electromagnetic of Taurus,2,Magnetic Sail of Gemini,92,Silicon Carbide of Scorpio,45,Warp Core,962
7128,7531,Minesweeper,339,Kongo,307,Starburst Stream,610,Photon Torpedo,582,Gamma,755,Fission-Fragment of Capricorn,172,Carbon Fibre of Wolf 1961,39,Killer Drone,962
7129,3734,Doomsday The Indestructable Destroyer of Leo,2,Soryu,338,Soliton Canon,568,Fractional Orbital Bombardment,585,Dark Energy,707,Fission-Fragment of Capricorn,172,Wooden,407,Cocktail Bar,978
7130,144,Medical of Taurus,8,Soryu of Pisces,13,Photon Beam of Capricorn,79,Photon Torpedo,582,Flaming Deluxe Twin Bed Dark Energy of Gliese 667C +1,2,Kryptonite Thruster,405,Beryllium of Cancer,40,Overclocked The Destroyer Cocktail Bar of Sagittarius +1,4
7131,5810,Scout Ship,335,Kongo,307,Soliton Canon,568,Gravimetric Torpedo,540,Plasma of Cancer,24,Fission-Fragment of Capricorn,172,Gold,559,Killer Drone of Aquarius,38
7132,7244,Destroyer,321,Brandenburg,320,Proton Beam,567,Rail Gun of Sagittarius,40,Quantum,709,Infinite Improbability Drive,354,Silicon Carbide,352,Escape Pod of Aries,79
7133,301,Supply Ship,359,Arleigh Burke,327,Tetryon Canon of Sagittarius,44,Rail Gun,551,Quantum of Leo,16,Alcubierre Drive,378,Flaming Havoc Glass of Gliese 667C +1,3,Anti-gravitational Catastrophe Tractor Beam of Pisces +1,8
7134,2496,Supply Ship,359,Missouri,309,Proton Beam,567,Supercosmic Deluxe Twin Bed Electromagnetic Pulse Bomb of Aquarius,1,Nuclear,711,Infinite Improbability Drive,354,Titanium,382,Warp Core,962
7135,7745,Courier,326,Soryu,338,Photon Beam of Capricorn,79,Rail Gun,551,Quantum,709,Fusion-Electric,384,Graphene,349,Tractor Beam,917
7136,3115,Cargo,327,Kongo,307,Proton Beam,567,Electromagnetic Pulse Bomb of Sagittarius,40,Dark Energy of Capricorn,12,Alcubierre Drive,378,Graphene of Gliese 667C,44,Doomsday The Destroyer Killer Drone of Leo,5
7137,707,Lightning Deluxe Twin Bed Supply Ship of Virgo +1,1,Brandenburg of Sagittarius,13,Soliton Canon,568,Subatomic Catastrophe Gravimetric Torpedo of Taurus,5,Dark Energy,707,Magnetic Sail of Gemini,92,Wooden,407,Killer Drone,962
7138,1568,Science Vessel,336,Rutherford,352,Starburst Stream of Aquarius,41,Einstein-Rosen Voyager Positron Torpedo of Gemini +1,2,Quantum,709,Kryptonite Thruster,405,Tungsten Carbide,571,Disco Light of Aquarius,32
7139,1432,Dreadnought,350,Kirov of Leo,9,Gravity Canon,567,Fractional Orbital Bombardment,585,Lightning Adventurer Quantum of Virgo +1,1,Nuclear Pulse,390,Vibranium,377,Killer Drone,962
7140,6545,Minelayer,350,Dolphin,345,Gravity Canon,567,Kinetic Energy Blast,610,Dark Energy,707,Fusion-Electric,384,Wooden,407,Tractor Beam,917
7141,3084,Medical,325,Rutherford,352,Soliton Canon,568,Fractional Orbital Bombardment of Gemini,34,Gravitational of Gemini,9,Kryptonite Thruster,405,Diamond,387,Einstein-Rosen Adventurer Cocktail Bar of Gemini +1,8
7142,1359,Cargo,327,Enterprise,319,Supercosmic The Indestructable Starburst Stream of Aquarius,1,Supercosmic The Destroyer Rail Gun of Aquarius,5,Gamma,755,Nuclear Fusion,365,Polystyrene,404,Disco Light,960
7143,5455,Medical,325,Soryu of Gliese 667C,11,Proton Beam,567,Gravimetric Torpedo,540,Dark Energy,707,Solid Fuel Rocket,353,Polystyrene,404,Warp Core,962
7144,5348,Medical of Aries,10,Ticonderoga,302,Plasma Beam,578,Electromagnetic Pulse Bomb,560,Gravitational,689,Nuclear Fusion,365,Silicon Carbide,352,Disco Light,960
7145,7893,Supply Ship,359,Kongo,307,Gravity Canon,567,Positron Torpedo,576,Electromagnetic,678,Ion Thruster of Wolf 1961,84,Tungsten Carbide,571,Cocktail Bar,978
7146,720,Flaming Catastrophe Tanker of Gliese 667C +1,3,Soryu,338,Plasma Beam,578,Electromagnetic Pulse Bomb,560,Nuclear,711,Einstein-Rosen The Destroyer Magnetic Sail of Gemini +1,10,Carbon Fibre,379,Warp Core of Cancer,74
7147,2412,Minelayer,350,Enterprise of Libra,35,Electron Beam of Libra,78,Positron Torpedo,576,Quasar of Capricorn,25,Flaming Voyager Fission-Electric of Gliese 667C +1,7,Glass,349,Disco Light,960
7148,4045,Carrier,289,Brandenburg,320,Electron Beam,525,Photon Torpedo,582,Gravitational,689,Kryptonite Thruster,405,Tungsten Carbide,571,Flaming The Indestructable Cocktail Bar of Gliese 667C +1,10
7149,2305,Destroyer of Libra,12,Cavour of Wolf 1961,10,Electron Beam,525,Positron Torpedo,576,Electromagnetic,678,Kryptonite Thruster,405,Einstein-Rosen The Destroyer Diamond of Gemini +1,3,Warp Core,962
7150,3481,Carrier of Aries,7,Koni of Aquarius,9,Plasma Beam,578,Photon Torpedo of Virgo,38,Quantum,709,Solid Fuel Rocket,353,Tungsten Carbide,571,Escape Pod of Aries,79
7151,2316,Frigate of Aquarius,8,Kongo,307,Gravity Canon,567,Electromagnetic Pulse Bomb,560,Overclocked Havoc Electromagnetic of Sagittarius +1,2,Fusion-Electric,384,Vibranium,377,Escape Pod,930
7152,6745,Destroyer,321,Soryu,338,Soliton Canon,568,Gravimetric Torpedo of Libra,74,Nuclear,711,Nuclear Fusion of Pisces,74,Silicon Carbide of Aquarius,52,Warp Core,962
7153,6638,Tug,343,Enterprise,319,Electron Beam,525,Spatial Torpedo,608,Gravitational,689,Magnetoplasmadynamic Thruster,400,Tungsten Carbide,571,Cocktail Bar,978
7154,7096,Transport Ship,346,Nimitz,316,Tetryon Canon,578,Positron Torpedo of Scorpio,45,Plasma,737,Magnetic Sail,378,Beryllium of Libra,48,Escape Pod,930
7155,5749,Cargo,327,Soryu,338,Photon Beam of Capricorn,79,Positron Torpedo,576,Plasma of Capricorn,28,Kryptonite Thruster,405,Vibranium,377,Disco Light of Leo,34
7156,4136,Doomsday Ultimatum Tug of Leo,3,Kongo,307,Starburst Stream,610,Kinetic Energy Blast of Gliese 667C,57,Gamma,755,Nuclear Fusion,365,Polystyrene,404,Cocktail Bar,978
7157,7395,Scout Ship,335,Rutherford,352,Plasma Beam,578,Positron Torpedo of Scorpio,45,Plasma,737,Antimatter Rocket,395,Carbon Fibre,379,Warp Core,962
7158,7087,Tanker,343,Ticonderoga,302,Plasma Beam,578,Kinetic Energy Blast of Gliese 667C,57,Gamma,755,Fusion-Electric,384,Titanium of Aries,39,Warp Core,962
7159,3564,Minesweeper,339,Koni,292,Tetryon Canon of Aquarius,37,Fractional Orbital Bombardment,585,Quantum,709,Antimatter Rocket,395,Beryllium of Capricorn,42,Doomsday Ultimatum Killer Drone of Leo,7
7160,1582,Supply Ship,359,Virginia,305,Particle Beam of Tau Ceti,74,Hydrogen Bomb,569,Doomsday Adventurer Plasma of Leo,3,Galactic Catastrophe Ion Thruster of Wolf 1961,6,Silicon Carbide,352,Cocktail Bar,978
7161,1577,Lightning Voyager Tug of Virgo +1,2,Arleigh Burke,327,Plasma Beam,578,Hydrogen Bomb,569,Quantum,709,Solid Fuel Rocket,353,Adamantium,407,Disco Light,960
7162,4458,Medical of Gliese 667C,5,Cavour,328,Plasma Beam,578,Positron Torpedo,576,Dark Energy of Aquarius,8,Fission-Electric,407,Polystyrene,404,Disco Light,960
7163,3137,Medical of Cancer,9,Virginia,305,Photon Beam,588,Gravimetric Torpedo,540,Supercosmic Havoc Dark Energy of Aquarius,2,Infinite Improbability Drive,354,Wooden,407,Killer Drone of Leo,28
7164,450,Minesweeper of Sagittarius,5,Flaming Ultimatum Brandenburg of Gliese 667C +1,1,Pulse Canon,612,Positron Torpedo,576,Quasar,728,Magnetic Sail,378,Overclocked The Indestructable Glass of Sagittarius +1,5,Killer Drone,962
7165,6622,Battleship,328,Virginia,305,Pulse Canon,612,Kinetic Energy Blast,610,Plasma,737,Magnetic Sail,378,Tungsten Carbide,571,Warp Core,962
7166,5852,Scout Ship,335,Kirov of Wolf 1961,12,Particle Beam,574,Kinetic Energy Blast,610,Nuclear,711,Antimatter Rocket of Aries,162,Beryllium,383,Killer Drone,962
7167,4014,Cruiser,363,Dolphin of Libra,22,Tetryon Canon of Sagittarius,44,Spatial Torpedo,608,Gravitational,689,Quantum The Tyrant Fusion-Fragment of Scorpio,4,Wooden,407,Cocktail Bar,978
7168,6593,Scout Ship,335,Cavour,328,Electron Beam,525,Gravimetric Torpedo,540,Quasar,728,Magnetoplasmadynamic Thruster,400,Gold,559,Tractor Beam,917
7169,82,Lightning The Tyrant Destroyer of Virgo +1,2,Enterprise,319,Starburst Stream,610,Spatial Torpedo of Tau Ceti,99,Quantum,709,Subatomic Deluxe Twin Bed Light Sail of Taurus,6,Tungsten Carbide,571,Anti-gravitational The Indestructable Tractor Beam of Pisces +1,7
7170,1857,Tanker of Aries,9,Liaoning of Tau Ceti,26,Galactic The Benevolent Gravity Canon of Wolf 1961,6,Thermonuclear Bomb of Leo,34,Electromagnetic,678,Light Sail,370,Beryllium of Libra,48,Cocktail Bar,978
7171,2383,Medical of Cancer,9,Arleigh Burke of Taurus,12,Plasma Beam,578,Photon Torpedo,582,Electromagnetic,678,Magnetoplasmadynamic Thruster,400,Titanium,382,Galactic The Tyrant Disco Light of Wolf 1961,1
7172,6642,Medical,325,Dolphin,345,Photon Beam,588,Kinetic Energy Blast,610,Gravitational,689,Light Sail,370,Gold,559,Killer Drone,962
7173,1431,Dreadnought,350,Barracuda of Aquarius,12,Plasma Beam of Aries,65,Kinetic Energy Blast of Taurus,42,Plasma,737,Solid Fuel Rocket of Cancer,147,Beryllium,383,Einstein-Rosen The Tyrant Tractor Beam of Gemini +1,5
7174,4393,Minelayer,350,Soryu,338,Gravity Canon,567,Rail Gun of Aquarius,37,Gamma,755,Solid Fuel Rocket,353,Carbon Fibre,379,Quantum Catastrophe Disco Light of Scorpio,4
7175,5114,Scout Ship of Sagittarius,8,Enterprise,319,Soliton Canon,568,Thermonuclear Bomb,514,Gravitational,689,Alcubierre Drive,378,Silicon Carbide,352,Killer Drone,962
7176,3104,Tanker of Capricorn,11,Kirov,314,Plasma Beam of Wolf 1961,38,Subatomic The Tyrant Gravimetric Torpedo of Taurus,7,Electromagnetic of Pisces,13,Infinite Improbability Drive,354,Polystyrene,404,Warp Core,962
7177,3829,Cargo of Libra,10,Doomsday Ultimatum Koni of Leo,4,Starburst Stream,610,Gravimetric Torpedo of Taurus,42,Gravitational,689,Antimatter Rocket,395,Copper,402,Killer Drone,962
7178,5065,Carrier,289,Ticonderoga of Pisces,11,Proton Beam of Gliese 667C,38,Spatial Torpedo,608,Gravitational,689,Fusion-Fragment,354,Silicon Carbide,352,Tractor Beam of Pisces,36
7179,57,Dreadnought,350,Kirov of Leo,9,Flaming The Powerful Proton Beam of Gliese 667C +1,3,Fractional Orbital Bombardment,585,Gravitational,689,Antimatter Rocket,395,Lightning Adventurer Glass of Virgo +1,4,Einstein-Rosen Adventurer Tractor Beam of Gemini +1,2
7180,2719,Minelayer,350,Admiral Kuznetsov,328,Plasma Beam,578,Spatial Torpedo,608,Anti-gravitational Voyager Electromagnetic of Pisces +1,3,Solid Fuel Rocket,353,Beryllium,383,Tractor Beam,917
7181,5408,Frigate,328,Virginia of Sagittarius,9,Starburst Stream,610,Thermonuclear Bomb,514,Electromagnetic,678,Magnetoplasmadynamic Thruster,400,Vibranium of Tau Ceti,42,Escape Pod,930
7182,5128,Frigate of Aquarius,8,Dolphin,345,Particle Beam,574,Positron Torpedo,576,Nuclear,711,Nuclear Pulse,390,Wooden,407,Killer Drone,962
7183,4029,Frigate,328,Missouri,309,Soliton Canon,568,Hydrogen Bomb,569,Electromagnetic,678,Solid Fuel Rocket,353,Wooden,407,Flaming The Indestructable Cocktail Bar of Gliese 667C +1,10
7184,5681,Courier,326,Soryu of Gemini,13,Particle Beam,574,Photon Torpedo of Wolf 1961,34,Nuclear,711,Fusion-Fragment,354,Tungsten Carbide,571,Tractor Beam,917
7185,7476,Tug,343,Ticonderoga,302,Electron Beam of Libra,78,Thermonuclear Bomb,514,Quantum,709,Nuclear Fusion,365,Graphene of Virgo,47,Killer Drone,962
7186,1986,Lightning Ultimatum Cargo of Virgo +1,1,Rutherford,352,Plasma Beam,578,Gravimetric Torpedo of Libra,74,Quasar,728,Kryptonite Thruster,405,Polystyrene,404,Tractor Beam,917
7187,6715,Science Vessel,336,Ticonderoga,302,Particle Beam,574,Fractional Orbital Bombardment of Scorpio,44,Plasma,737,Nuclear Fusion,365,Tungsten Carbide,571,Tractor Beam of Sagittarius,29
7188,4085,Scout Ship of Virgo,4,Soryu of Gliese 667C,11,Proton Beam,567,Electromagnetic Pulse Bomb of Cancer,79,Dark Energy,707,Kryptonite Thruster,405,Tungsten Carbide,571,Cocktail Bar,978
7189,2257,Medical,325,Ticonderoga,302,Electron Beam,525,Photon Torpedo,582,Einstein-Rosen The Benevolent Dark Energy of Gemini +1,2,Solid Fuel Rocket of Cancer,147,Beryllium of Aries,24,Disco Light,960
7190,4604,Cruiser,363,Cavour,328,Doomsday Ultimatum Pulse Canon of Leo,6,Kinetic Energy Blast,610,Nuclear,711,Fusion-Fragment,354,Wooden,407,Disco Light,960
7191,7474,Carrier,289,Brandenburg,320,Starburst Stream,610,Fractional Orbital Bombardment of Scorpio,44,Dark Energy,707,Ion Thruster of Wolf 1961,84,Wooden,407,Warp Core,962
7192,7533,Supply Ship,359,Admiral Kuznetsov,328,Tetryon Canon,578,Electromagnetic Pulse Bomb,560,Quantum,709,Antimatter Rocket of Aries,162,Beryllium of Tau Ceti,40,Escape Pod,930
7193,6290,Supply Ship,359,Ticonderoga,302,Plasma Beam,578,Hydrogen Bomb,569,Quasar,728,Infinite Improbability Drive,354,Wooden,407,Tractor Beam,917
7194,7320,Minelayer,350,Kirov,314,Electron Beam,525,Photon Torpedo,582,Quasar,728,Fusion-Fragment,354,Wooden,407,Killer Drone of Scorpio,45
7195,5862,Dreadnought,350,Virginia,305,Gravity Canon,567,Thermonuclear Bomb,514,Quantum of Capricorn,17,Magnetoplasmadynamic Thruster,400,Gold,559,Escape Pod,930
7196,6823,Tug,343,Dolphin,345,Photon Beam,588,Positron Torpedo,576,Quasar,728,Magnetoplasmadynamic Thruster,400,Titanium of Tau Ceti,29,Cocktail Bar,978
7197,1519,Cargo of Aries,8,Quantum Ultimatum Arleigh Burke of Scorpio,4,Tetryon Canon,578,Supercosmic The Tyrant Rail Gun of Aquarius,4,Plasma,737,Magnetoplasmadynamic Thruster,400,Gold,559,Killer Drone,962
7198,2739,Courier,326,Liaoning,323,Tetryon Canon,578,Gravimetric Torpedo,540,Electromagnetic,678,Fission-Electric,407,Flaming The Tyrant Diamond of Gliese 667C +1,3,Disco Light,960
7199,4161,Battleship,328,Admiral Kuznetsov,328,Proton Beam,567,Spatial Torpedo,608,Nuclear,711,Nuclear Pulse of Aquarius,79,Subatomic The Destroyer Wooden of Taurus,3,Tractor Beam,917
7200,6320,Tanker,343,Barracuda,297,Proton Beam,567,Gravimetric Torpedo,540,Quasar,728,Kryptonite Thruster,405,Adamantium,407,Tractor Beam,917
7201,7608,Frigate,328,Incheon,306,Tetryon Canon,578,Kinetic Energy Blast of Libra,69,Quantum,709,Magnetic Sail,378,Copper,402,Killer Drone,962
7202,3528,Tug,343,Dolphin of Capricorn,33,Soliton Canon,568,Spatial Torpedo of Tau Ceti,99,Plasma,737,Fusion-Fragment of Scorpio,62,Silicon Carbide of Aquarius,52,Warp Core of Aries,94
7203,6031,Minelayer,350,Nimitz,316,Gravity Canon,567,Fractional Orbital Bombardment,585,Nuclear of Aries,21,Kryptonite Thruster,405,Wooden,407,Tractor Beam,917
7204,4726,Transport Ship,346,Admiral Kuznetsov of Aries,27,Soliton Canon,568,Hydrogen Bomb,569,Nuclear,711,Quantum Catastrophe Fusion-Fragment of Scorpio,9,Graphene of Virgo,47,Warp Core,962
7205,16,Galactic Ultimatum Scout Ship of Wolf 1961,1,Liaoning of Aries,17,Gravity Canon,567,Subatomic Havoc Gravimetric Torpedo of Taurus,1,Subatomic Catastrophe Nuclear of Taurus,1,Ion Thruster,386,Silicon Carbide of Wolf 1961,43,Quantum Voyager Disco Light of Scorpio,4
7206,3341,Minesweeper,339,Virginia,305,Starburst Stream,610,Doomsday The Tyrant Spatial Torpedo of Leo,2,Quasar,728,Nuclear Fusion,365,Gold,559,Cocktail Bar,978
7207,759,Dreadnought of Gliese 667C,5,Brandenburg of Gliese 667C,11,Soliton Canon of Capricorn,78,Fractional Orbital Bombardment of Gemini,34,Quantum,709,Magnetoplasmadynamic Thruster,400,Adamantium,407,Flaming Deluxe Twin Bed Tractor Beam of Gliese 667C +1,2
7208,4932,Frigate of Tau Ceti,8,Cavour,328,Electron Beam,525,Hydrogen Bomb of Wolf 1961,32,Plasma,737,Alcubierre Drive,378,Beryllium,383,Escape Pod of Capricorn,92
7209,2265,Flaming Havoc Tanker of Gliese 667C +1,2,Dolphin,345,Starburst Stream,610,Spatial Torpedo,608,Quasar of Wolf 1961,6,Alcubierre Drive,378,Vibranium,377,Disco Light,960
7210,3079,Cargo,327,Ticonderoga,302,Soliton Canon,568,Anti-gravitational The Destroyer Spatial Torpedo of Pisces +1,4,Dark Energy,707,Antimatter Rocket of Aries,162,Glass,349,Warp Core of Tau Ceti,79
7211,141,Subatomic The Destroyer Medical of Taurus,1,Liaoning of Capricorn,33,Lightning The Destroyer Plasma Beam of Virgo +1,3,Fractional Orbital Bombardment of Scorpio,44,Nuclear,711,Fission-Electric,407,Quantum Adventurer Adamantium of Scorpio,4,Warp Core,962
7212,3792,Battleship,328,Liaoning,323,Particle Beam of Pisces,34,Rail Gun,551,Quantum,709,Magnetic Sail,378,Galactic Voyager Wooden of Wolf 1961,6,Cocktail Bar,978
7213,1588,Carrier of Aries,7,Rutherford of Sagittarius,8,Electron Beam,525,Gravimetric Torpedo,540,Flaming The Tyrant Nuclear of Gliese 667C +1,1,Nuclear Pulse,390,Glass,349,Disco Light,960
7214,2481,Transport Ship,346,Rutherford,352,Photon Beam,588,Spatial Torpedo,608,Plasma,737,Solid Fuel Rocket,353,Flaming Adventurer Diamond of Gliese 667C +1,2,Killer Drone of Wolf 1961,38
7215,2082,Cruiser of Wolf 1961,1,Virginia of Gemini,23,Plasma Beam,578,Gravimetric Torpedo,540,Plasma,737,Kryptonite Thruster,405,Beryllium of Libra,48,Warp Core of Capricorn,73
7216,888,Minelayer,350,Anti-gravitational Deluxe Twin Bed Ticonderoga of Pisces +1,4,Gravity Canon of Virgo,39,Gravimetric Torpedo of Taurus,42,Dark Energy,707,Fusion-Fragment,354,Quantum Havoc Adamantium of Scorpio,3,Tractor Beam,917
7217,357,Supercosmic The Indestructable Minelayer of Aquarius,2,Brandenburg,320,Plasma Beam,578,Subatomic The Destroyer Kinetic Energy Blast of Taurus,4,Electromagnetic of Aries,10,Doomsday Ultimatum Magnetoplasmadynamic Thruster of Leo,8,Carbon Fibre,379,Killer Drone,962
7218,87,Scout Ship of Taurus,9,Flaming The Benevolent Soryu of Gliese 667C +1,1,Starburst Stream of Cancer,62,Kinetic Energy Blast,610,Plasma,737,Flaming Deluxe Twin Bed Fission-Electric of Gliese 667C +1,8,Quantum Adventurer Adamantium of Scorpio,4,Cocktail Bar,978
7219,3702,Minelayer,350,Doomsday Voyager Barracuda of Leo,2,Starburst Stream,610,Fractional Orbital Bombardment,585,Dark Energy,707,Kryptonite Thruster of Sagittarius,66,Vibranium,377,Disco Light,960
7220,4259,Cruiser,363,Barracuda of Wolf 1961,14,Electron Beam,525,Thermonuclear Bomb,514,Quasar,728,Fission-Fragment,352,Supercosmic The Powerful Adamantium of Aquarius,4,Cocktail Bar,978
7221,1407,Scout Ship,335,Kirov,314,Electron Beam,525,Photon Torpedo,582,Gravitational,689,Anti-gravitational Ultimatum Nuclear Fusion of Pisces +1,11,Galactic Havoc Wooden of Wolf 1961,3,Escape Pod,930
7222,6234,Tug,343,Missouri,309,Starburst Stream,610,Electromagnetic Pulse Bomb,560,Plasma,737,Fusion-Fragment,354,Carbon Fibre,379,Warp Core,962
7223,3017,Battleship,328,Rutherford,352,Plasma Beam,578,Spatial Torpedo,608,Gamma,755,Alcubierre Drive,378,Adamantium,407,Lightning The Benevolent Cocktail Bar of Virgo +1,4
7224,6575,Transport Ship,346,Cavour,328,Soliton Canon,568,Electromagnetic Pulse Bomb,560,Quantum,709,Fusion-Fragment,354,Gold,559,Cocktail Bar,978
7225,6581,Dreadnought,350,Rutherford,352,Pulse Canon,612,Photon Torpedo,582,Plasma,737,Light Sail,370,Wooden,407,Cocktail Bar,978
7226,1607,Dreadnought of Gliese 667C,5,Rutherford,352,Lightning The Indestructable Gravity Canon of Virgo +1,3,Fractional Orbital Bombardment,585,Nuclear of Tau Ceti,20,Nuclear Pulse,390,Silicon Carbide of Wolf 1961,43,Cocktail Bar,978
7227,2178,Science Vessel,336,Overclocked The Indestructable Virginia of Sagittarius +1,2,Tetryon Canon,578,Thermonuclear Bomb of Leo,34,Gamma,755,Solid Fuel Rocket,353,Copper of Libra,27,Escape Pod,930
7228,4360,Frigate of Gliese 667C,4,Dolphin,345,Pulse Canon,612,Spatial Torpedo,608,Gravitational,689,Infinite Improbability Drive,354,Polystyrene,404,Escape Pod,930
7229,7655,Tanker,343,Liaoning,323,Proton Beam,567,Electromagnetic Pulse Bomb of Cancer,79,Plasma,737,Fusion-Fragment,354,Carbon Fibre,379,Escape Pod of Aries,79
7230,1168,Subatomic Deluxe Twin Bed Dreadnought of Taurus,2,Barracuda of Scorpio,16,Electron Beam,525,Quantum Voyager Positron Torpedo of Scorpio,6,Plasma,737,Magnetoplasmadynamic Thruster,400,Beryllium of Tau Ceti,40,Disco Light,960
7231,3740,Supply Ship,359,Kirov,314,Proton Beam,567,Spatial Torpedo,608,Nuclear,711,Flaming The Tyrant Fission-Electric of Gliese 667C +1,6,Titanium of Capricorn,44,Killer Drone,962
7232,7703,Courier,326,Admiral Kuznetsov,328,Electron Beam,525,Kinetic Energy Blast,610,Plasma,737,Fusion-Fragment,354,Vibranium,377,Escape Pod of Aries,79
7233,6250,Frigate,328,Kirov,314,Particle Beam,574,Photon Torpedo,582,Quasar,728,Infinite Improbability Drive,354,Polystyrene,404,Killer Drone,962
7234,1793,Supply Ship of Capricorn,8,Liaoning of Tau Ceti,26,Tetryon Canon of Cancer,71,Hydrogen Bomb,569,Electromagnetic,678,Solid Fuel Rocket,353,Gold,559,Overclocked The Indestructable Tractor Beam of Sagittarius +1,3
7235,5677,Tanker,343,Enterprise,319,Starburst Stream of Sagittarius,45,Thermonuclear Bomb,514,Electromagnetic of Taurus,12,Kryptonite Thruster,405,Gold,559,Disco Light,960
7236,7678,Carrier,289,Soryu,338,Proton Beam,567,Positron Torpedo,576,Plasma,737,Infinite Improbability Drive,354,Gold,559,Warp Core of Cancer,74
7237,3794,Cruiser,363,Missouri,309,Gravity Canon,567,Rail Gun,551,Gravitational of Aquarius,8,Solid Fuel Rocket of Cancer,147,Galactic Voyager Adamantium of Wolf 1961,4,Disco Light,960
7238,7126,Cargo,327,Barracuda,297,Pulse Canon,612,Fractional Orbital Bombardment of Capricorn,80,Gravitational,689,Solid Fuel Rocket,353,Polystyrene of Gemini,34,Cocktail Bar,978
7239,5241,Minelayer,350,Missouri of Gemini,11,Soliton Canon of Gemini,44,Fractional Orbital Bombardment of Capricorn,80,Electromagnetic,678,Fusion-Fragment,354,Carbon Fibre,379,Cocktail Bar,978
7240,7620,Carrier,289,Koni,292,Pulse Canon,612,Gravimetric Torpedo of Libra,74,Gamma,755,Solid Fuel Rocket,353,Glass,349,Tractor Beam,917
7241,3014,Carrier,289,Koni,292,Anti-gravitational Ultimatum Pulse Canon of Pisces +1,3,Fractional Orbital Bombardment,585,Gamma,755,Magnetic Sail of Gemini,92,Titanium,382,Killer Drone,962
7242,907,Cargo of Tau Ceti,12,Missouri of Virgo,18,Flaming The Destroyer Proton Beam of Gliese 667C +1,1,Rail Gun,551,Quasar,728,Fusion-Fragment of Scorpio,62,Tungsten Carbide,571,Killer Drone of Leo,28
7243,1592,Cargo of Cancer,9,Lightning Ultimatum Virginia of Virgo +1,2,Plasma Beam,578,Positron Torpedo of Capricorn,64,Plasma,737,Fusion-Electric of Libra,158,Adamantium,407,Warp Core,962
7244,4765,Tanker,343,Soryu,338,Pulse Canon,612,Kinetic Energy Blast,610,Quasar,728,Subatomic The Benevolent Light Sail of Taurus,7,Glass,349,Warp Core,962
7245,4366,Cruiser of Pisces,7,Koni,292,Proton Beam,567,Electromagnetic Pulse Bomb,560,Gravitational of Sagittarius,9,Fission-Electric,407,Vibranium of Aries,42,Disco Light,960
7246,5199,Battleship,328,Kirov,314,Pulse Canon,612,Rail Gun,551,Electromagnetic of Virgo,7,Kryptonite Thruster of Sagittarius,66,Vibranium,377,Tractor Beam,917
7247,6024,Carrier,289,Rutherford,352,Starburst Stream of Aquarius,41,Spatial Torpedo,608,Gravitational of Capricorn,21,Solid Fuel Rocket,353,Tungsten Carbide,571,Warp Core,962
7248,7707,Transport Ship,346,Kirov,314,Plasma Beam of Aries,65,Spatial Torpedo,608,Quantum,709,Magnetic Sail of Gemini,92,Copper,402,Escape Pod,930
7249,4714,Cruiser of Gemini,7,Missouri,309,Gravity Canon,567,Hydrogen Bomb,569,Electromagnetic,678,Nuclear Pulse,390,Graphene of Pisces,39,Killer Drone of Leo,28
7250,58,Dreadnought,350,Supercosmic The Benevolent Koni of Aquarius,1,Pulse Canon,612,Anti-gravitational The Tyrant Spatial Torpedo of Pisces +1,7,Quasar,728,Doomsday The Powerful Magnetoplasmadynamic Thruster of Leo,7,Galactic The Powerful Wooden of Wolf 1961,5,Cocktail Bar,978
7251,6588,Tanker,343,Enterprise of Capricorn,17,Gravity Canon,567,Rail Gun,551,Plasma,737,Fission-Fragment of Capricorn,172,Glass,349,Cocktail Bar,978
7252,6355,Minesweeper,339,Rutherford,352,Pulse Canon,612,Thermonuclear Bomb,514,Gamma,755,Fission-Fragment,352,Beryllium,383,Tractor Beam,917
7253,227,Anti-gravitational The Tyrant Medical of Pisces +1,1,Soryu,338,Tetryon Canon,578,Rail Gun of Aquarius,37,Dark Energy of Gliese 667C,11,Solid Fuel Rocket of Cancer,147,Quantum Ultimatum Adamantium of Scorpio,3,Warp Core of Libra,67
